game_id,legion_id,team,unit_type,start_x,start_y,start_units,end_units,damage_dealt,damage_received,team_won
1,GREEN_1,GREEN,MAGE,3,-3,3,3,60.00,0.00,true
1,GREEN_2,GREEN,GOBLIN,4,-3,6,0,50.00,70.00,true
1,GREEN_3,GREEN,MAGE,-1,-3,6,6,176.00,0.00,true
1,GREEN_4,GREEN,GOLEM,4,-4,4,4,32.00,32.00,true
1,GREEN_5,GREEN,SPIDER,0,-3,1,0,2.00,4.00,true
1,BLUE_6,BLUE,SCORPION_RIDER,-1,3,5,0,4.00,136.00,false
1,BLUE_7,BLUE,SPIDER,0,3,1,0,2.00,4.00,false
1,BLUE_8,BLUE,ASSASSIN,-4,3,8,0,32.00,64.00,false
1,BLUE_9,BLUE,GOBLIN,-4,4,6,0,60.00,98.00,false
1,BLUE_10,BLUE,SCORPION_RIDER,1,3,1,0,8.00,18.00,false
2,GREEN_1,GREEN,SCORPION_RIDER,3,-4,2,0,52.00,60.00,false
2,GREEN_2,GREEN,ASSASSIN,4,-3,4,0,0.00,32.00,false
2,GREEN_3,GREEN,GOLEM,0,-4,3,0,28.00,144.00,false
2,GREEN_4,GREEN,SCORPION_RIDER,1,-3,6,0,132.00,124.00,false
2,GREEN_5,GREEN,GOBLIN,-1,-3,1,0,0.00,8.00,false
2,BLUE_6,BLUE,SPIDER,-3,4,12,0,58.00,48.00,true
2,BLUE_7,BLUE,ASSASSIN,0,3,4,0,24.00,32.00,true
2,BLUE_8,BLUE,SCORPION_RIDER,-4,4,3,0,130.00,120.00,true
2,BLUE_9,BLUE,MAGE,-2,4,4,4,154.00,0.00,true
2,BLUE_10,BLUE,SPIDER,-2,3,3,0,2.00,12.00,true
3,GREEN_1,GREEN,SPIDER,2,-3,12,0,16.00,48.00,false
3,GREEN_2,GREEN,SPIDER,4,-4,15,0,76.00,63.00,false
3,GREEN_3,GREEN,SCORPION_RIDER,-1,-3,5,0,142.00,98.00,false
3,GREEN_4,GREEN,SPIDER,0,-3,1,0,0.00,4.00,false
3,BLUE_5,BLUE,GOBLIN,-3,3,3,0,8.00,24.00,true
3,BLUE_6,BLUE,ARCHER,-1,4,4,4,98.00,0.00,true
3,BLUE_7,BLUE,GARGOYLE,-2,3,4,3,29.00,28.00,true
3,BLUE_8,BLUE,GOLEM,-3,4,4,0,54.00,124.00,true
3,BLUE_9,BLUE,SCORPION_RIDER,-1,3,1,0,8.00,18.00,true
3,BLUE_10,BLUE,GARGOYLE,0,4,2,0,6.00,32.00,true
3,BLUE_11,BLUE,ARCHER,-4,4,1,0,10.00,8.00,true
4,GREEN_1,GREEN,GOBLIN,0,-3,2,0,8.00,16.00,true
4,GREEN_2,GREEN,GARGOYLE,0,-4,3,2,34.00,36.00,true
4,GREEN_3,GREEN,GOLEM,4,-3,1,1,10.00,32.00,true
4,GREEN_4,GREEN,GOBLIN,2,-3,10,8,188.00,101.00,true
4,GREEN_5,GREEN,MAGE,-1,-3,6,0,92.00,48.00,true
4,GREEN_6,GREEN,GOLEM,1,-4,1,1,5.00,10.00,true
4,GREEN_7,GREEN,SPIDER,4,-4,1,0,0.00,4.00,true
4,GREEN_8,GREEN,SPIDER,1,-3,1,0,2.00,4.00,true
4,BLUE_9,BLUE,GOBLIN,1,3,10,0,40.00,136.00,false
4,BLUE_10,BLUE,SPIDER,-1,3,6,0,18.00,24.00,false
4,BLUE_11,BLUE,GARGOYLE,-2,3,3,0,53.00,48.00,false
4,BLUE_12,BLUE,SPIDER,0,4,1,0,2.00,4.00,false
4,BLUE_13,BLUE,SCORPION_RIDER,-3,4,1,0,8.00,18.00,false
4,BLUE_14,BLUE,SPIDER,-1,4,4,0,4.00,16.00,false
4,BLUE_15,BLUE,GOBLIN,-4,4,6,0,126.00,77.00,false
4,BLUE_16,BLUE,ASSASSIN,-3,3,2,0,0.00,16.00,false
5,GREEN_1,GREEN,ASSASSIN,0,-4,2,0,0.00,16.00,false
5,GREEN_2,GREEN,SPIDER,3,-4,6,0,0.00,24.00,false
5,GREEN_3,GREEN,SCORPION_RIDER,4,-4,4,0,8.00,80.00,false
5,GREEN_4,GREEN,ASSASSIN,2,-4,8,0,0.00,64.00,false
5,GREEN_5,GREEN,GOBLIN,-1,-3,1,0,4.00,8.00,false
5,BLUE_6,BLUE,ASSASSIN,-2,4,3,3,8.00,4.00,true
5,BLUE_7,BLUE,ARCHER,-4,3,10,10,88.00,0.00,true
5,BLUE_8,BLUE,ARCHER,-4,4,9,9,96.00,0.00,true
5,BLUE_9,BLUE,ASSASSIN,0,3,1,0,0.00,8.00,true
6,GREEN_1,GREEN,GOBLIN,4,-4,10,0,66.00,110.00,false
6,GREEN_2,GREEN,GOLEM,3,-3,2,0,74.00,163.00,false
6,GREEN_3,GREEN,SCORPION_RIDER,3,-4,6,0,110.00,164.00,false
6,GREEN_4,GREEN,GOLEM,-1,-3,1,0,21.00,40.00,false
6,GREEN_5,GREEN,MAGE,0,-4,2,0,16.00,16.00,false
6,GREEN_6,GREEN,SPIDER,2,-4,1,0,2.00,4.00,false
6,BLUE_7,BLUE,MAGE,0,3,8,3,312.00,92.00,true
6,BLUE_8,BLUE,GOLEM,-3,4,4,3,166.00,165.00,true
6,BLUE_9,BLUE,ASSASSIN,-1,3,2,0,14.00,16.00,true
6,BLUE_10,BLUE,MAGE,-3,3,2,0,5.00,16.00,true
7,GREEN_1,GREEN,GOBLIN,3,-3,12,10,119.00,60.00,true
7,GREEN_2,GREEN,GOLEM,4,-4,3,3,11.00,8.00,true
7,GREEN_3,GREEN,SPIDER,-1,-3,14,0,96.00,56.00,true
7,GREEN_4,GREEN,ASSASSIN,2,-3,2,0,0.00,16.00,true
7,GREEN_5,GREEN,GOBLIN,4,-3,1,0,0.00,8.00,true
7,BLUE_6,BLUE,SPIDER,-1,4,15,0,66.00,60.00,false
7,BLUE_7,BLUE,ASSASSIN,-3,3,6,0,0.00,48.00,false
7,BLUE_8,BLUE,GOBLIN,-4,4,9,0,76.00,94.00,false
7,BLUE_9,BLUE,GOBLIN,-4,3,2,0,4.00,16.00,false
7,BLUE_10,BLUE,ARCHER,0,3,1,0,2.00,8.00,false
8,GREEN_1,GREEN,SCORPION_RIDER,1,-4,1,0,8.00,18.00,true
8,GREEN_2,GREEN,ARCHER,2,-3,12,12,207.00,26.00,true
8,GREEN_3,GREEN,GOBLIN,3,-3,4,1,0.00,46.00,true
8,GREEN_4,GREEN,ASSASSIN,-1,-3,3,0,4.00,24.00,true
8,GREEN_5,GREEN,SCORPION_RIDER,4,-4,2,0,8.00,36.00,true
8,GREEN_6,GREEN,SPIDER,0,-4,2,0,4.00,8.00,true
8,BLUE_7,BLUE,ARCHER,-4,4,3,0,39.00,24.00,false
8,BLUE_8,BLUE,SPIDER,-1,4,8,0,36.00,32.00,false
8,BLUE_9,BLUE,GARGOYLE,-4,3,5,0,11.00,91.00,false
8,BLUE_10,BLUE,GARGOYLE,-2,3,3,0,0.00,48.00,false
8,BLUE_11,BLUE,MAGE,0,4,3,0,64.00,24.00,false
8,BLUE_12,BLUE,SPIDER,-1,3,3,0,8.00,12.00,false
9,GREEN_1,GREEN,SCORPION_RIDER,4,-4,2,1,56.00,32.00,true
9,GREEN_2,GREEN,SCORPION_RIDER,-1,-3,2,1,72.00,34.00,true
9,GREEN_3,GREEN,ARCHER,1,-3,7,7,12.00,4.00,true
9,GREEN_4,GREEN,SCORPION_RIDER,0,-4,1,1,8.00,19.00,true
9,GREEN_5,GREEN,GARGOYLE,1,-4,3,3,0.00,20.00,true
9,GREEN_6,GREEN,SCORPION_RIDER,3,-3,3,0,36.00,58.00,true
9,GREEN_7,GREEN,SPIDER,3,-4,1,0,0.00,4.00,true
9,BLUE_8,BLUE,GARGOYLE,0,3,1,0,3.00,16.00,false
