game_id,map_size,budget,map_seed,combat_seed,team_turns,elapsed_ms,winner,timed_out,survivors_green,survivors_blue,green_legions,blue_legions,green_draft,blue_draft
22,4,125,166341,153448,12,51,GREEN,false,17,0,3,3,ARCHER:6;MAGE:7;SPIDER:15,MAGE:11;SCORPION_RIDER:6
23,4,125,174260,161305,22,57,GREEN,false,6,0,4,3,GARGOYLE:6;MAGE:7;SCORPION_RIDER:4,ARCHER:8;GARGOYLE:4;MAGE:8
24,4,125,182179,137486,12,40,BLUE,false,0,8,3,3,ASSASSIN:7;GOBLIN:9;MAGE:7,ARCHER:2;ASSASSIN:16
25,4,125,190098,145471,10,38,GREEN,false,8,0,3,3,GOBLIN:4;MAGE:16,ASSASSIN:16;SPIDER:4
26,4,125,198017,252716,8,47,GREEN,false,11,0,3,3,ASSASSIN:8;MAGE:8;SPIDER:4,GOBLIN:4;MAGE:16
27,4,125,205936,260829,11,27,BLUE,false,0,11,3,3,ASSASSIN:11;SCORPION_RIDER:6,ASSASSIN:3;MAGE:8;SCORPION_RIDER:6
28,4,125,213855,237042,13,60,BLUE,false,0,10,3,4,ASSASSIN:8;GARGOYLE:3;SCORPION_RIDER:6,ARCHER:11;MAGE:4;SCORPION_RIDER:5
29,4,125,221774,244963,11,39,BLUE,false,0,2,2,2,ASSASSIN:8;MAGE:8,ASSASSIN:8;MAGE:8
30,4,125,229693,221072,9,30,GREEN,false,9,0,3,3,ASSASSIN:6;GARGOYLE:6;SCORPION_RIDER:5,ASSASSIN:15;GOLEM:2
31,4,125,237612,228993,10,38,GREEN,false,10,0,3,3,ARCHER:6;MAGE:7;SPIDER:15,ASSASSIN:16;SPIDER:4
32,4,125,245531,221622,9,54,BLUE,false,0,19,3,3,MAGE:14;SPIDER:9,ARCHER:7;ASSASSIN:7;SCORPION_RIDER:5
33,4,125,253450,196775,9,69,BLUE,false,0,13,4,3,ARCHER:2;GOLEM:1;MAGE:15,ARCHER:9;SCORPION_RIDER:10
34,4,125,261369,205396,10,60,GREEN,false,13,0,3,4,ARCHER:8;ASSASSIN:4;MAGE:8,ARCHER:1;ASSASSIN:16;SCORPION_RIDER:1
35,4,125,269288,312645,58,87,GREEN,false,7,0,2,4,ASSASSIN:8;MAGE:8,GOLEM:3;SCORPION_RIDER:10;SPIDER:5
36,4,125,277207,320634,9,43,BLUE,false,0,10,3,3,ASSASSIN:8;MAGE:8;SPIDER:4,ARCHER:9;SCORPION_RIDER:10
37,4,125,285126,296811,8,44,BLUE,false,0,9,3,3,ASSASSIN:8;GOBLIN:4;MAGE:8,ASSASSIN:16;GOBLIN:4
38,4,125,293045,304664,10,48,GREEN,false,16,0,3,3,ARCHER:9;GOLEM:8,MAGE:16;SPIDER:4
39,4,125,300964,280841,6,44,GREEN,false,15,0,4,4,ARCHER:7;ASSASSIN:6;SCORPION_RIDER:6,ASSASSIN:9;GOBLIN:2;MAGE:8
40,4,125,308883,288830,7,37,BLUE,false,0,16,4,3,GOLEM:4;MAGE:7;SPIDER:12,ARCHER:4;ASSASSIN:8;SCORPION_RIDER:6
41,4,125,316802,265007,70,205,GREEN,false,11,0,4,4,ASSASSIN:9;MAGE:8;SPIDER:2,ASSASSIN:5;MAGE:3;SPIDER:23
42,4,125,324721,273116,8,41,GREEN,false,16,0,4,2,ASSASSIN:8;GARGOYLE:1;MAGE:8;SPIDER:2,ASSASSIN:8;MAGE:8
43,4,125,332640,380365,13,66,GREEN,false,4,0,2,3,MAGE:16,MAGE:16;SPIDER:4
44,4,125,340559,388322,25,50,BLUE,false,0,8,4,3,ASSASSIN:6;GOBLIN:5;MAGE:6;SCORPION_RIDER:3,GARGOYLE:6;GOLEM:4;MAGE:6
45,4,125,348478,364435,158,95,GREEN,false,5,0,5,3,ARCHER:2;GARGOYLE:4;GOBLIN:8;MAGE:9,ASSASSIN:7;GOLEM:4;MAGE:5
46,4,125,356397,372352,13,74,BLUE,false,0,8,3,4,ASSASSIN:8;MAGE:8;SPIDER:4,ARCHER:3;ASSASSIN:7;GOBLIN:1;MAGE:8
47,4,125,364316,348593,16,47,GREEN,false,13,0,3,3,ASSASSIN:12;SCORPION_RIDER:5,ARCHER:5;MAGE:14
48,4,125,372235,356518,11,33,BLUE,false,0,12,3,3,ARCHER:9;ASSASSIN:7;GOLEM:3,ARCHER:18;GARGOYLE:5
49,4,125,380154,332375,16,47,GREEN,false,11,0,4,3,GOBLIN:1;GOLEM:3;MAGE:6;SCORPION_RIDER:6,MAGE:8;SCORPION_RIDER:4;SPIDER:12
50,4,125,388073,341316,12,37,GREEN,false,4,0,3,2,MAGE:16;SPIDER:4,ASSASSIN:8;MAGE:8
51,4,125,395992,447605,178,107,GREEN,false,5,0,4,4,ARCHER:5;ASSASSIN:12;GARGOYLE:2,ARCHER:5;GARGOYLE:6;SCORPION_RIDER:7
52,4,125,403911,456554,6,38,GREEN,false,9,0,3,4,ARCHER:7;ASSASSIN:8;SCORPION_RIDER:4,ARCHER:1;ASSASSIN:8;MAGE:9
53,4,125,411830,431643,9,35,GREEN,false,19,0,4,3,ASSASSIN:6;GOBLIN:10;SPIDER:17,ASSASSIN:8;MAGE:8;SPIDER:4
54,4,125,419749,440584,38,62,GREEN,false,8,0,3,3,ASSASSIN:8;MAGE:8;SPIDER:4,GOBLIN:12;GOLEM:4;MAGE:7
55,4,125,427668,415801,14,41,GREEN,false,8,0,3,3,ASSASSIN:8;GOLEM:1;MAGE:8,ASSASSIN:7;MAGE:7;SPIDER:9
56,4,125,435587,424750,13,41,GREEN,false,4,0,4,3,ASSASSIN:7;SCORPION_RIDER:9;SPIDER:1,GARGOYLE:3;MAGE:8;SCORPION_RIDER:6
57,4,125,443506,400095,18,67,GREEN,false,4,0,4,4,GARGOYLE:6;MAGE:5;SCORPION_RIDER:6,ASSASSIN:7;GOBLIN:2;GOLEM:7
58,4,125,451425,409036,8,51,GREEN,false,20,0,3,4,ARCHER:7;ASSASSIN:7;SPIDER:13,GOLEM:1;MAGE:16;SPIDER:1
59,4,125,459344,515325,14,32,GREEN,false,10,0,3,3,ARCHER:8;MAGE:7;SPIDER:12,ASSASSIN:8;GOBLIN:4;MAGE:8
60,4,125,467263,524178,21,61,GREEN,false,15,0,3,4,ASSASSIN:8;GOBLIN:4;MAGE:8,GARGOYLE:5;GOLEM:2;MAGE:10
61,4,125,475182,499331,201,151,,true,6,13,3,4,GOLEM:4;MAGE:7;SPIDER:12,ASSASSIN:3;MAGE:7;SCORPION_RIDER:6;SPIDER:2
62,4,125,483101,491952,46,57,GREEN,false,8,0,3,4,ASSASSIN:8;GOBLIN:4;MAGE:8,GOBLIN:34;SPIDER:7
63,4,125,491020,499873,19,40,GREEN,false,9,0,3,3,GARGOYLE:3;MAGE:8;SCORPION_RIDER:6,ASSASSIN:8;GARGOYLE:5;SCORPION_RIDER:4
64,4,125,498939,475734,19,83,BLUE,false,0,11,4,3,ARCHER:3;ASSASSIN:8;GOBLIN:1;MAGE:7,ARCHER:9;GOBLIN:8;MAGE:8
65,4,125,506858,484679,31,46,BLUE,false,0,5,4,3,ASSASSIN:12;SCORPION_RIDER:5,GOBLIN:4;MAGE:16
66,4,125,514777,459892,201,138,,true,4,8,3,4,ARCHER:4;ASSASSIN:15,GOBLIN:3;GOLEM:2;MAGE:8;SCORPION_RIDER:5
67,4,125,522696,468837,28,53,GREEN,false,4,0,3,4,ASSASSIN:8;GOLEM:2;MAGE:7,ASSASSIN:5;GARGOYLE:4;SPIDER:20
68,4,125,530615,575002,14,23,BLUE,false,0,2,4,3,ASSASSIN:7;GOLEM:6;SCORPION_RIDER:2,ASSASSIN:16;SPIDER:4
69,4,125,538534,583947,21,49,BLUE,false,0,5,2,3,MAGE:16,ASSASSIN:8;MAGE:8;SPIDER:4
70,4,125,546453,559160,25,62,GREEN,false,11,0,3,4,GARGOYLE:12;GOLEM:4,GARGOYLE:3;GOBLIN:12;GOLEM:1;MAGE:8
71,4,125,554372,568105,11,51,BLUE,false,0,10,3,4,ASSASSIN:5;MAGE:8;SCORPION_RIDER:4,ARCHER:8;MAGE:3;SCORPION_RIDER:8
72,4,125,562291,543454,22,39,GREEN,false,6,0,3,3,GARGOYLE:6;MAGE:7;SCORPION_RIDER:4,ASSASSIN:11;SCORPION_RIDER:6
73,4,125,570210,552399,9,34,BLUE,false,0,7,3,4,ASSASSIN:8;SPIDER:23,ARCHER:1;ASSASSIN:16;MAGE:1
74,4,125,578129,527612,7,68,BLUE,false,0,12,2,6,ASSASSIN:8;MAGE:8,ARCHER:11;GOBLIN:3;MAGE:8;SPIDER:1
75,4,125,586048,536557,10,36,GREEN,false,10,0,3,5,ASSASSIN:15;SPIDER:6,GOBLIN:7;MAGE:8;SCORPION_RIDER:1;SPIDER:13
76,4,125,593967,642690,5,32,BLUE,false,0,15,2,3,ASSASSIN:8;MAGE:8,SCORPION_RIDER:10;SPIDER:15
77,4,125,601886,651699,6,30,GREEN,false,6,0,4,3,ARCHER:8;ASSASSIN:12,ASSASSIN:8;SCORPION_RIDER:6;SPIDER:7
78,4,125,609805,626848,6,56,GREEN,false,20,0,4,3,ASSASSIN:8;GOBLIN:9;GOLEM:1;SCORPION_RIDER:4,MAGE:16;SPIDER:4
79,4,125,617724,635473,10,38,BLUE,false,0,5,3,3,ASSASSIN:16;GOBLIN:3,ASSASSIN:8;GARGOYLE:3;SCORPION_RIDER:6
80,4,125,625643,611654,16,47,GREEN,false,7,0,3,4,ARCHER:9;SCORPION_RIDER:10,ARCHER:2;ASSASSIN:8;MAGE:8;SPIDER:1
81,4,125,633562,619639,11,42,BLUE,false,0,5,3,3,ASSASSIN:8;GOBLIN:10;SPIDER:13,ARCHER:7;GOBLIN:11;MAGE:8
82,4,125,641481,595812,14,40,GREEN,false,8,0,4,3,ASSASSIN:13;GOBLIN:1;GOLEM:3,GOBLIN:4;MAGE:16
83,4,125,649400,603669,63,130,BLUE,false,0,9,3,5,GARGOYLE:6;MAGE:7;SCORPION_RIDER:4,ARCHER:13;ASSASSIN:2;GOBLIN:2;GOLEM:4
84,4,125,657319,710922,16,82,BLUE,false,0,6,3,3,GOBLIN:4;MAGE:16,ARCHER:7;GOBLIN:11;MAGE:8
85,4,125,665238,718907,8,31,BLUE,false,0,8,3,3,ASSASSIN:15;SPIDER:6,ARCHER:9;SCORPION_RIDER:10
86,4,125,673157,695080,13,33,GREEN,false,6,0,3,3,ARCHER:9;ASSASSIN:7;GOLEM:3,ARCHER:4;ASSASSIN:7;MAGE:8
87,4,125,681076,703193,10,51,BLUE,false,0,12,2,4,ASSASSIN:8;MAGE:8,ASSASSIN:6;GOBLIN:7;GOLEM:2;SCORPION_RIDER:5
88,4,125,688995,679374,8,29,BLUE,false,0,3,3,5,ASSASSIN:16;SPIDER:4,ASSASSIN:11;GOBLIN:2;SCORPION_RIDER:5
89,4,125,696914,687359,14,67,GREEN,false,5,0,3,4,ARCHER:9;MAGE:5;SPIDER:15,ARCHER:4;GOLEM:6;SPIDER:15
90,4,125,704833,663532,11,43,GREEN,false,12,0,3,3,ASSASSIN:8;GOBLIN:8;SPIDER:15,ARCHER:5;ASSASSIN:7;MAGE:7
91,4,125,712752,671389,8,59,BLUE,false,0,13,3,3,ASSASSIN:5;MAGE:7;SCORPION_RIDER:5,ARCHER:8;GARGOYLE:4;MAGE:8
92,4,125,720671,663986,7,48,BLUE,false,0,6,3,5,ASSASSIN:16;GOBLIN:4,ARCHER:5;SCORPION_RIDER:8;SPIDER:12
93,4,125,728590,770211,15,48,BLUE,false,0,8,3,4,ASSASSIN:8;GOLEM:2;SCORPION_RIDER:6,ARCHER:8;ASSASSIN:12
94,4,125,736509,778832,18,67,BLUE,false,0,4,3,3,MAGE:7;SPIDER:25,ASSASSIN:8;GOBLIN:4;MAGE:8
95,4,125,744428,755009,14,50,GREEN,false,12,0,4,3,ARCHER:5;GOBLIN:9;MAGE:7;SPIDER:8,GARGOYLE:5;MAGE:8;SCORPION_RIDER:4
96,4,125,752347,762998,8,62,BLUE,false,0,13,3,4,ASSASSIN:8;GARGOYLE:6;SPIDER:9,GOBLIN:1;SCORPION_RIDER:15
97,4,125,760266,739175,15,61,BLUE,false,0,9,4,4,ASSASSIN:1;GOLEM:4;MAGE:11,ARCHER:10;GOLEM:4;SPIDER:11
98,4,125,768185,747028,21,55,BLUE,false,0,10,3,4,GOBLIN:4;MAGE:16,GARGOYLE:6;GOBLIN:1;GOLEM:4;SCORPION_RIDER:5
99,4,125,776104,723205,20,61,GREEN,false,7,0,4,3,ASSASSIN:4;GARGOYLE:9;SCORPION_RIDER:4,ARCHER:9;MAGE:8;SCORPION_RIDER:3
100,4,125,784023,731194,38,81,GREEN,false,7,0,2,3,MAGE:16,GOBLIN:12;GOLEM:4;MAGE:7
101,4,125,791942,838443,36,57,GREEN,false,8,0,2,4,MAGE:16,GARGOYLE:4;SCORPION_RIDER:2;SPIDER:27
102,4,125,799861,846552,14,108,GREEN,false,14,0,4,5,ARCHER:14;SPIDER:18,GARGOYLE:1;GOBLIN:1;GOLEM:8;SPIDER:11
103,4,125,807780,822729,11,49,GREEN,false,8,0,4,3,ASSASSIN:7;GOBLIN:9;SCORPION_RIDER:6,ASSASSIN:7;GARGOYLE:6;GOBLIN:11
104,4,125,815699,830718,17,55,BLUE,false,0,3,2,4,ASSASSIN:8;MAGE:8,ASSASSIN:7;MAGE:8;SPIDER:6
105,4,125,823618,806895,18,37,GREEN,false,5,0,4,3,ASSASSIN:4;GARGOYLE:4;GOLEM:2;SCORPION_RIDER:6,ARCHER:5;ASSASSIN:7;MAGE:7
106,4,125,831537,814748,13,32,BLUE,false,0,17,3,3,GOLEM:3;SCORPION_RIDER:6;SPIDER:15,ARCHER:9;ASSASSIN:8;GOBLIN:8
107,4,125,839456,790925,13,53,BLUE,false,0,10,3,4,ASSASSIN:8;MAGE:8;SPIDER:4,ARCHER:9;ASSASSIN:5;GARGOYLE:5;GOLEM:1
108,4,125,847375,798882,13,40,BLUE,false,0,7,2,2,ASSASSIN:8;MAGE:8,ASSASSIN:16
109,4,125,855294,905811,12,58,BLUE,false,0,2,4,3,ASSASSIN:6;MAGE:9;SPIDER:6,MAGE:7;SPIDER:25
110,4,125,863213,914752,18,46,GREEN,false,3,0,3,3,GOLEM:3;MAGE:8;SPIDER:13,ASSASSIN:4;GOLEM:4;MAGE:8
111,4,125,871132,889969,10,50,GREEN,false,13,0,3,4,GOBLIN:12;GOLEM:4;MAGE:7,ASSASSIN:8;GOLEM:1;SCORPION_RIDER:6;SPIDER:3
112,4,125,879051,898918,17,53,BLUE,false,0,6,4,4,ASSASSIN:9;GOBLIN:7;SCORPION_RIDER:5,ARCHER:11;GOLEM:2;MAGE:7
113,4,125,886970,874007,25,64,BLUE,false,0,8,5,5,ASSASSIN:5;GOLEM:4;MAGE:2;SCORPION_RIDER:4;SPIDER:1,ARCHER:8;ASSASSIN:5;GOBLIN:5;MAGE:5
114,4,125,894889,882948,24,103,GREEN,false,13,0,3,5,ASSASSIN:1;MAGE:16,ASSASSIN:4;GARGOYLE:8;MAGE:5;SPIDER:2
115,4,125,902808,858165,16,45,GREEN,false,11,0,3,3,GARGOYLE:6;MAGE:7;SCORPION_RIDER:4,GOBLIN:12;GOLEM:4;MAGE:7
116,4,125,910727,867114,8,42,GREEN,false,13,0,4,3,ARCHER:7;MAGE:7;SPIDER:13,ASSASSIN:16;GOBLIN:4
117,4,125,918646,973531,12,51,GREEN,false,16,0,3,4,ARCHER:8;ASSASSIN:4;MAGE:8,GOBLIN:2;SCORPION_RIDER:6;SPIDER:23
118,4,125,926565,982472,41,76,BLUE,false,0,5,4,3,ARCHER:5;GARGOYLE:4;GOLEM:3;SCORPION_RIDER:5,ASSASSIN:8;GOLEM:1;MAGE:8
119,4,125,934484,957689,15,42,BLUE,false,0,13,2,4,MAGE:16,ARCHER:1;ASSASSIN:7;GARGOYLE:5;SPIDER:12
120,4,125,942403,966638,8,27,GREEN,false,9,0,4,2,ARCHER:6;ASSASSIN:13;GOBLIN:1,ASSASSIN:16
121,4,125,950322,941727,19,86,GREEN,false,18,0,4,3,GOBLIN:23;MAGE:5;SPIDER:7,GARGOYLE:4;GOLEM:4;MAGE:8
122,4,125,958241,934284,11,43,GREEN,false,6,0,3,3,ASSASSIN:11;SCORPION_RIDER:6,ASSASSIN:6;GOLEM:4;MAGE:6
123,4,125,966160,942269,13,41,BLUE,false,0,5,4,3,MAGE:5;SPIDER:30,ASSASSIN:6;SCORPION_RIDER:5;SPIDER:14
124,4,125,974079,918098,9,46,BLUE,false,0,16,2,4,ASSASSIN:8;MAGE:8,ARCHER:10;MAGE:7;SPIDER:8
125,4,125,981998,927043,6,53,GREEN,false,17,0,5,3,GOBLIN:10;SCORPION_RIDER:8;SPIDER:10,ASSASSIN:8;MAGE:8;SPIDER:4
126,4,125,989917,1033328,25,74,GREEN,false,9,0,4,4,ARCHER:6;GARGOYLE:5;GOLEM:6,GARGOYLE:8;GOLEM:4;MAGE:4
127,4,125,997836,1042273,12,64,GREEN,false,12,0,3,4,ARCHER:8;MAGE:7;SPIDER:12,ASSASSIN:6;MAGE:10;SPIDER:4
128,4,125,1005755,1017366,16,66,BLUE,false,0,11,4,4,GARGOYLE:9;SPIDER:20,ASSASSIN:6;GARGOYLE:4;GOBLIN:7;SPIDER:11
129,4,125,1013674,1026311,8,43,GREEN,false,3,0,3,3,ASSASSIN:8;GOLEM:1;MAGE:8,ASSASSIN:8;GOBLIN:4;MAGE:8
130,4,125,1021593,1001524,7,31,GREEN,false,4,0,2,2,ASSASSIN:8;MAGE:8,ASSASSIN:8;MAGE:8
131,4,125,1029512,1010469,7,35,BLUE,false,0,14,2,3,MAGE:16,ASSASSIN:7;GOBLIN:6;MAGE:8
132,4,125,1037431,985818,9,48,GREEN,false,5,0,3,5,ASSASSIN:16;SPIDER:4,ASSASSIN:2;GOBLIN:2;MAGE:6;SPIDER:21
133,4,125,1045350,994763,6,38,GREEN,false,16,0,3,4,ARCHER:9;SCORPION_RIDER:10,ASSASSIN:7;GARGOYLE:4;GOLEM:3;SCORPION_RIDER:2
134,4,125,1053269,1101048,5,21,GREEN,false,8,0,3,2,ASSASSIN:8;GARGOYLE:3;SCORPION_RIDER:6,ASSASSIN:16
135,4,125,1061188,1109993,19,46,BLUE,false,0,14,3,3,MAGE:7;SPIDER:25,SCORPION_RIDER:10;SPIDER:15
136,4,125,1069107,1085086,10,43,GREEN,false,5,0,4,3,ASSASSIN:5;SCORPION_RIDER:6;SPIDER:14,ARCHER:4;ASSASSIN:15
137,4,125,1077026,1094031,11,41,GREEN,false,6,0,3,2,ASSASSIN:8;MAGE:8;SPIDER:4,ASSASSIN:8;MAGE:8
138,4,125,1084945,1069244,13,54,GREEN,false,6,0,3,3,ASSASSIN:8;MAGE:8;SPIDER:4,GOBLIN:4;MAGE:16
139,4,125,1092864,1078189,18,74,BLUE,false,0,13,4,4,ASSASSIN:8;GOBLIN:1;MAGE:8;SCORPION_RIDER:1,ASSASSIN:5;GOBLIN:11;SCORPION_RIDER:4;SPIDER:8
140,4,125,1100783,1054018,201,213,,true,12,3,4,4,ARCHER:9;ASSASSIN:2;GOBLIN:12;GOLEM:3,ARCHER:1;MAGE:16;SCORPION_RIDER:1
141,4,125,1108702,1062003,30,61,GREEN,false,8,0,3,3,MAGE:16;SPIDER:4,GOBLIN:11;MAGE:8;SPIDER:12
142,4,125,1116621,1169248,14,34,GREEN,false,11,0,3,4,GOLEM:4;MAGE:6;SPIDER:14,ASSASSIN:7;GARGOYLE:3;GOBLIN:2;SCORPION_RIDER:6
143,4,125,1124540,1177105,10,33,GREEN,false,9,0,3,3,ARCHER:9;GOBLIN:8;MAGE:8,ASSASSIN:7;MAGE:4;SCORPION_RIDER:6
144,4,125,1132459,1153286,13,48,BLUE,false,0,10,4,4,ASSASSIN:3;GARGOYLE:6;GOLEM:3;SPIDER:10,ARCHER:7;ASSASSIN:6;GOLEM:4;MAGE:1
145,4,125,1140378,1161271,7,31,GREEN,false,3,0,2,3,ASSASSIN:8;MAGE:8,ASSASSIN:8;GOLEM:1;MAGE:8
146,4,125,1148297,1137444,8,27,BLUE,false,0,4,3,3,ASSASSIN:16;SPIDER:4,ASSASSIN:8;SCORPION_RIDER:4;SPIDER:12
147,4,125,1156216,1145557,9,51,BLUE,false,0,13,3,3,MAGE:16;SPIDER:4,ASSASSIN:8;MAGE:8;SPIDER:4
148,4,125,1164135,1121738,7,40,BLUE,false,0,13,3,3,MAGE:16;SPIDER:4,ARCHER:8;ASSASSIN:5;SCORPION_RIDER:6
149,4,125,1172054,1129723,43,172,GREEN,false,10,0,4,3,ARCHER:2;GOBLIN:1;MAGE:16,MAGE:8;SCORPION_RIDER:4;SPIDER:12
150,4,125,1179973,1236968,20,64,GREEN,false,16,0,3,3,ASSASSIN:8;GOBLIN:4;MAGE:8,GARGOYLE:5;GOLEM:4;MAGE:7
151,4,125,1187892,1244825,17,86,GREEN,false,8,0,4,5,ARCHER:9;GOBLIN:13;SPIDER:13,ASSASSIN:2;GARGOYLE:6;GOBLIN:1;MAGE:8;SCORPION_RIDER:1
152,4,125,1195811,1237390,17,78,GREEN,false,3,0,4,3,MAGE:15;SCORPION_RIDER:2;SPIDER:1,ASSASSIN:4;MAGE:8;SPIDER:13
153,4,125,1203730,1212607,26,68,BLUE,false,0,1,4,4,MAGE:6;SCORPION_RIDER:5;SPIDER:14,ASSASSIN:8;MAGE:8;SCORPION_RIDER:1;SPIDER:1
154,4,125,1211649,1221548,11,34,BLUE,false,0,8,3,5,ASSASSIN:15;GOLEM:2,GARGOYLE:5;GOBLIN:11;MAGE:5;SPIDER:7
155,4,125,1219568,1197405,5,31,GREEN,false,13,0,4,2,ARCHER:5;GOBLIN:6;MAGE:6;SCORPION_RIDER:5,ASSASSIN:16
156,4,125,1227487,1205362,18,67,GREEN,false,7,0,3,4,ASSASSIN:7;GOLEM:2;MAGE:8,SCORPION_RIDER:4;SPIDER:31
157,4,125,1235406,1181539,17,38,BLUE,false,0,10,3,3,GARGOYLE:4;GOLEM:4;MAGE:8,ASSASSIN:6;GARGOYLE:6;SCORPION_RIDER:5
158,4,125,1243325,1189392,8,49,BLUE,false,0,12,3,3,GARGOYLE:1;MAGE:16,ARCHER:8;ASSASSIN:6;MAGE:6
159,4,125,1251244,1296641,6,47,GREEN,false,10,0,3,3,ARCHER:1;ASSASSIN:16,ASSASSIN:7;GOLEM:2;MAGE:8
160,4,125,1259163,1304630,8,47,GREEN,false,7,0,3,3,ARCHER:8;ASSASSIN:6;MAGE:6,ASSASSIN:8;GOBLIN:4;MAGE:8
161,4,125,1267082,1280807,19,57,BLUE,false,0,5,4,3,ARCHER:8;GOBLIN:11;MAGE:4;SCORPION_RIDER:3,ARCHER:18;ASSASSIN:5
162,4,125,1275001,1288916,8,34,GREEN,false,9,0,3,4,ASSASSIN:8;GOLEM:2;MAGE:7,ASSASSIN:16;GOBLIN:4
163,4,125,1282920,1265093,7,49,GREEN,false,16,0,3,2,GOBLIN:12;MAGE:8;SCORPION_RIDER:4,ASSASSIN:8;MAGE:8
164,4,125,1290839,1273082,5,37,GREEN,false,14,0,3,2,ASSASSIN:8;GARGOYLE:5;SCORPION_RIDER:4,ASSASSIN:8;MAGE:8
165,4,125,1298758,1249259,15,59,GREEN,false,8,0,3,3,GOLEM:1;MAGE:16,ASSASSIN:6;MAGE:7;SPIDER:11
166,4,125,1306677,1257112,12,88,GREEN,false,18,0,4,2,ARCHER:8;GOLEM:4;MAGE:4;SCORPION_RIDER:2,MAGE:16
167,4,125,1314596,1364361,14,36,BLUE,false,0,5,3,4,ASSASSIN:8;GOBLIN:11;SPIDER:12,ASSASSIN:5;GARGOYLE:6;SCORPION_RIDER:6
168,4,125,1322515,1372350,13,74,GREEN,false,3,0,4,4,ASSASSIN:5;GARGOYLE:5;GOLEM:3;SCORPION_RIDER:3,ASSASSIN:13;GOBLIN:3;SCORPION_RIDER:3
169,4,125,1330434,1348527,7,38,BLUE,false,0,5,2,4,ASSASSIN:16,ASSASSIN:5;GOLEM:4;MAGE:1;SPIDER:14
