game_id,legion_id,team,unit_type,start_x,start_y,start_units,end_units,damage_dealt,damage_received,team_won
7,GREEN_1,GREEN,SPIDER,3,-3,15,15,0.00,0.00,false
7,GREEN_2,GREEN,GOLEM,1,-3,3,3,0.00,0.00,false
7,BLUE_3,BLUE,SPIDER,-3,3,15,15,0.00,0.00,false
7,BLUE_4,BLUE,GOLEM,-2,3,3,3,0.00,0.00,false
8,GREEN_1,GREEN,SPIDER,3,-3,15,15,0.00,0.00,false
8,GREEN_2,GREEN,GOLEM,1,-3,3,3,0.00,0.00,false
8,BLUE_3,BLUE,SPIDER,-3,3,15,15,0.00,0.00,false
8,BLUE_4,BLUE,GOLEM,-2,3,3,3,0.00,0.00,false
9,GREEN_1,GREEN,GOBLIN,1,-2,12,12,0.00,0.00,false
9,GREEN_2,GREEN,MAGE,2,-3,4,4,0.00,0.00,false
9,GREEN_3,GREEN,GOLEM,3,-3,1,1,0.00,0.00,false
9,BLUE_4,BLUE,GOBLIN,-3,3,12,12,0.00,0.00,false
9,BLUE_5,BLUE,MAGE,-2,3,4,4,0.00,0.00,false
9,BLUE_6,BLUE,GOLEM,-1,3,1,1,0.00,0.00,false
10,GREEN_1,GREEN,GOBLIN,1,-2,12,0,6.00,96.00,false
10,GREEN_2,GREEN,MAGE,2,-3,4,0,30.00,32.00,false
10,GREEN_3,GREEN,GOLEM,3,-3,1,0,16.00,26.00,false
10,BLUE_4,BLUE,GOBLIN,-3,3,12,12,0.00,0.00,true
10,BLUE_5,BLUE,MAGE,-2,3,4,1,124.00,30.00,true
10,BLUE_6,BLUE,GOLEM,-1,3,1,1,30.00,22.00,true
11,GREEN_1,GREEN,GOBLIN,0,-3,10,10,0.00,0.00,false
11,GREEN_2,GREEN,ASSASSIN,1,-2,5,0,44.00,40.00,false
11,GREEN_3,GREEN,ARCHER,2,-3,1,1,0.00,0.00,false
11,GREEN_4,GREEN,GOBLIN,-1,-2,1,1,0.00,0.00,false
11,BLUE_5,BLUE,GOBLIN,-3,3,10,10,0.00,0.00,false
11,BLUE_6,BLUE,ASSASSIN,-2,3,5,3,34.00,28.00,false
11,BLUE_7,BLUE,ARCHER,-1,3,1,0,2.00,8.00,false
11,BLUE_8,BLUE,GOBLIN,0,3,1,0,4.00,8.00,false
12,GREEN_1,GREEN,GOBLIN,0,-3,10,10,0.00,0.00,false
12,GREEN_2,GREEN,ASSASSIN,1,-2,5,0,24.00,40.00,false
12,GREEN_3,GREEN,ARCHER,2,-3,1,0,2.00,8.00,false
12,GREEN_4,GREEN,GOBLIN,-1,-2,1,0,4.00,8.00,false
12,BLUE_5,BLUE,GOBLIN,-3,3,10,10,0.00,0.00,false
12,BLUE_6,BLUE,ASSASSIN,-2,3,5,2,44.00,30.00,false
12,BLUE_7,BLUE,ARCHER,-1,3,1,1,12.00,0.00,false
12,BLUE_8,BLUE,GOBLIN,0,3,1,1,0.00,0.00,false
7,GREEN_1,GREEN,SCORPION_RIDER,1,-3,5,2,86.00,70.00,true
7,GREEN_2,GREEN,SCORPION_RIDER,2,-3,4,3,84.00,66.00,true
7,GREEN_3,GREEN,GOBLIN,3,-3,1,1,0.00,0.00,true
7,BLUE_4,BLUE,SCORPION_RIDER,-3,3,5,0,78.00,90.00,false
7,BLUE_5,BLUE,SCORPION_RIDER,-2,3,4,0,58.00,72.00,false
7,BLUE_6,BLUE,GOBLIN,-1,3,1,0,0.00,8.00,false
8,GREEN_1,GREEN,SCORPION_RIDER,1,-3,5,5,0.00,0.00,false
8,GREEN_2,GREEN,SCORPION_RIDER,2,-3,4,4,0.00,0.00,false
8,GREEN_3,GREEN,GOBLIN,3,-3,1,0,4.00,8.00,false
8,BLUE_4,BLUE,SCORPION_RIDER,-3,3,5,5,0.00,0.00,false
8,BLUE_5,BLUE,SCORPION_RIDER,-2,3,4,4,0.00,0.00,false
8,BLUE_6,BLUE,GOBLIN,-1,3,1,1,8.00,4.00,false
9,GREEN_1,GREEN,MAGE,2,-3,8,8,0.00,0.00,false
9,GREEN_2,GREEN,GOLEM,0,-2,1,1,0.00,0.00,false
9,GREEN_3,GREEN,SPIDER,1,-2,3,3,0.00,0.00,false
9,BLUE_4,BLUE,MAGE,-3,3,8,8,0.00,0.00,false
9,BLUE_5,BLUE,GOLEM,-2,3,1,1,0.00,0.00,false
9,BLUE_6,BLUE,SPIDER,-1,3,3,3,0.00,0.00,false
10,GREEN_1,GREEN,MAGE,2,-3,8,0,71.00,64.00,false
10,GREEN_2,GREEN,GOLEM,0,-2,1,0,0.00,26.00,false
10,GREEN_3,GREEN,SPIDER,1,-2,3,0,6.00,12.00,false
10,BLUE_4,BLUE,MAGE,-3,3,8,2,81.00,60.00,true
10,BLUE_5,BLUE,GOLEM,-2,3,1,1,21.00,17.00,true
10,BLUE_6,BLUE,SPIDER,-1,3,3,3,0.00,0.00,true
11,GREEN_1,GREEN,SPIDER,-1,-2,16,16,0.00,0.00,false
11,GREEN_2,GREEN,SCORPION_RIDER,3,-2,3,3,0.00,0.00,false
11,GREEN_3,GREEN,SPIDER,0,-3,1,1,0.00,0.00,false
11,BLUE_4,BLUE,SPIDER,-3,3,16,16,0.00,0.00,false
11,BLUE_5,BLUE,SCORPION_RIDER,-2,3,3,3,0.00,0.00,false
11,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,false
12,GREEN_1,GREEN,SPIDER,-1,-2,16,0,62.00,64.00,false
12,GREEN_2,GREEN,SCORPION_RIDER,3,-2,3,0,16.00,54.00,false
12,GREEN_3,GREEN,SPIDER,0,-3,1,0,0.00,4.00,false
12,BLUE_4,BLUE,SPIDER,-3,3,16,9,80.00,36.00,true
12,BLUE_5,BLUE,SCORPION_RIDER,-2,3,3,1,42.00,42.00,true
12,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,true
13,GREEN_1,GREEN,GARGOYLE,2,-3,5,5,0.00,0.00,false
13,GREEN_2,GREEN,MAGE,0,-2,5,5,0.00,0.00,false
13,GREEN_3,GREEN,SPIDER,0,-3,1,1,0.00,0.00,false
13,BLUE_4,BLUE,GARGOYLE,-3,3,5,5,0.00,0.00,false
13,BLUE_5,BLUE,MAGE,-2,3,5,5,0.00,0.00,false
13,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,false
14,GREEN_1,GREEN,GARGOYLE,2,-3,5,5,0.00,0.00,false
14,GREEN_2,GREEN,MAGE,0,-2,5,5,0.00,0.00,false
14,GREEN_3,GREEN,SPIDER,0,-3,1,1,0.00,0.00,false
14,BLUE_4,BLUE,GARGOYLE,-3,3,5,5,0.00,0.00,false
14,BLUE_5,BLUE,MAGE,-2,3,5,5,0.00,0.00,false
14,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,false
15,GREEN_1,GREEN,SCORPION_RIDER,2,-3,6,2,104.00,92.00,false
15,GREEN_2,GREEN,SPIDER,-1,-2,8,8,0.00,0.00,false
15,GREEN_3,GREEN,GOBLIN,2,-2,1,1,4.00,2.00,false
15,BLUE_4,BLUE,SCORPION_RIDER,-3,3,6,4,82.00,68.00,false
15,BLUE_5,BLUE,SPIDER,-2,3,8,0,12.00,32.00,false
15,BLUE_6,BLUE,GOBLIN,-1,3,1,0,0.00,8.00,false
16,GREEN_1,GREEN,SCORPION_RIDER,2,-3,6,6,0.00,0.00,false
16,GREEN_2,GREEN,SPIDER,-1,-2,8,8,0.00,0.00,false
16,GREEN_3,GREEN,GOBLIN,2,-2,1,1,0.00,0.00,false
16,BLUE_4,BLUE,SCORPION_RIDER,-3,3,6,6,0.00,0.00,false
16,BLUE_5,BLUE,SPIDER,-2,3,8,8,0.00,0.00,false
16,BLUE_6,BLUE,GOBLIN,-1,3,1,1,0.00,0.00,false
17,GREEN_1,GREEN,GARGOYLE,2,-3,6,6,0.00,0.00,false
17,GREEN_2,GREEN,GARGOYLE,0,-3,4,4,0.00,0.00,false
17,GREEN_3,GREEN,SPIDER,1,-3,1,1,0.00,0.00,false
17,BLUE_4,BLUE,GARGOYLE,-3,3,6,6,0.00,0.00,false
17,BLUE_5,BLUE,GARGOYLE,-2,3,4,4,0.00,0.00,false
17,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,false
18,GREEN_1,GREEN,GARGOYLE,2,-3,6,6,0.00,0.00,false
18,GREEN_2,GREEN,GARGOYLE,0,-3,4,4,0.00,0.00,false
18,GREEN_3,GREEN,SPIDER,1,-3,1,1,0.00,0.00,false
18,BLUE_4,BLUE,GARGOYLE,-3,3,6,6,0.00,0.00,false
18,BLUE_5,BLUE,GARGOYLE,-2,3,4,4,0.00,0.00,false
18,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,false
19,GREEN_1,GREEN,GARGOYLE,0,-2,5,5,53.00,33.00,true
19,GREEN_2,GREEN,MAGE,0,-3,4,2,63.00,25.00,true
19,GREEN_3,GREEN,GOBLIN,1,-3,4,0,28.00,32.00,true
19,BLUE_4,BLUE,GARGOYLE,-3,3,5,0,57.00,80.00,false
19,BLUE_5,BLUE,MAGE,-2,3,4,0,25.00,32.00,false
19,BLUE_6,BLUE,GOBLIN,-1,3,4,0,8.00,32.00,false
20,GREEN_1,GREEN,GARGOYLE,0,-2,5,5,0.00,0.00,false
20,GREEN_2,GREEN,MAGE,0,-3,4,4,0.00,0.00,false
20,GREEN_3,GREEN,GOBLIN,1,-3,4,4,0.00,0.00,false
20,BLUE_4,BLUE,GARGOYLE,-3,3,5,5,0.00,0.00,false
20,BLUE_5,BLUE,MAGE,-2,3,4,4,0.00,0.00,false
20,BLUE_6,BLUE,GOBLIN,-1,3,4,4,0.00,0.00,false
27,GREEN_1,GREEN,SCORPION_RIDER,0,-2,5,2,130.00,86.00,true
27,GREEN_2,GREEN,MAGE,1,-3,5,5,0.00,0.00,true
27,BLUE_3,BLUE,SCORPION_RIDER,-3,3,5,0,83.00,90.00,false
27,BLUE_4,BLUE,MAGE,-2,3,5,0,3.00,40.00,false
28,GREEN_1,GREEN,SCORPION_RIDER,0,-2,5,0,0.00,90.00,false
28,GREEN_2,GREEN,MAGE,1,-3,5,0,34.00,40.00,false
28,BLUE_3,BLUE,SCORPION_RIDER,-3,3,5,5,0.00,0.00,true
28,BLUE_4,BLUE,MAGE,-2,3,5,3,130.00,34.00,true
29,GREEN_1,GREEN,ARCHER,2,-3,4,2,20.00,20.00,true
29,GREEN_2,GREEN,ARCHER,0,-3,8,2,76.00,52.00,true
29,GREEN_3,GREEN,GOBLIN,2,-2,1,1,8.00,6.00,true
29,BLUE_4,BLUE,ARCHER,-3,3,4,0,12.00,32.00,false
29,BLUE_5,BLUE,ARCHER,-2,3,8,0,62.00,64.00,false
29,BLUE_6,BLUE,GOBLIN,-1,3,1,0,4.00,8.00,false
30,GREEN_1,GREEN,ARCHER,2,-3,4,4,0.00,0.00,false
30,GREEN_2,GREEN,ARCHER,0,-3,8,8,0.00,0.00,false
30,GREEN_3,GREEN,GOBLIN,2,-2,1,0,4.00,8.00,false
30,BLUE_4,BLUE,ARCHER,-3,3,4,4,0.00,0.00,false
30,BLUE_5,BLUE,ARCHER,-2,3,8,8,0.00,0.00,false
30,BLUE_6,BLUE,GOBLIN,-1,3,1,1,8.00,4.00,false
31,GREEN_1,GREEN,GARGOYLE,1,-3,6,6,0.00,0.00,false
31,GREEN_2,GREEN,MAGE,0,-3,4,4,0.00,0.00,false
31,GREEN_3,GREEN,SPIDER,2,-3,1,1,0.00,0.00,false
31,BLUE_4,BLUE,GARGOYLE,-3,3,6,6,0.00,0.00,false
31,BLUE_5,BLUE,MAGE,-2,3,4,4,0.00,0.00,false
31,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,false
32,GREEN_1,GREEN,GARGOYLE,1,-3,6,6,0.00,0.00,false
32,GREEN_2,GREEN,MAGE,0,-3,4,4,0.00,0.00,false
32,GREEN_3,GREEN,SPIDER,2,-3,1,1,0.00,0.00,false
32,BLUE_4,BLUE,GARGOYLE,-3,3,6,6,0.00,0.00,false
32,BLUE_5,BLUE,MAGE,-2,3,4,4,0.00,0.00,false
32,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,false
27,GREEN_1,GREEN,GOBLIN,3,-3,10,2,128.00,72.00,true
27,GREEN_2,GREEN,SPIDER,1,-3,12,12,0.00,0.00,true
27,GREEN_3,GREEN,ARCHER,0,-3,1,1,12.00,2.00,true
27,GREEN_4,GREEN,SPIDER,2,-3,1,1,0.00,0.00,true
27,BLUE_5,BLUE,GOBLIN,-3,3,10,0,56.00,80.00,false
27,BLUE_6,BLUE,SPIDER,-2,3,12,0,16.00,48.00,false
27,BLUE_7,BLUE,ARCHER,-1,3,1,0,2.00,8.00,false
27,BLUE_8,BLUE,SPIDER,0,3,1,0,0.00,4.00,false
28,GREEN_1,GREEN,GOBLIN,3,-3,10,0,0.00,80.00,false
28,GREEN_2,GREEN,SPIDER,1,-3,12,0,0.00,48.00,false
28,GREEN_3,GREEN,ARCHER,0,-3,1,1,0.00,0.00,false
28,GREEN_4,GREEN,SPIDER,2,-3,1,0,0.00,4.00,false
28,BLUE_5,BLUE,GOBLIN,-3,3,10,10,0.00,0.00,false
28,BLUE_6,BLUE,SPIDER,-2,3,12,12,0.00,0.00,false
28,BLUE_7,BLUE,ARCHER,-1,3,1,1,86.00,0.00,false
28,BLUE_8,BLUE,SPIDER,0,3,1,1,46.00,0.00,false
29,GREEN_1,GREEN,GOLEM,3,-3,4,2,101.00,72.00,false
29,GREEN_2,GREEN,GOLEM,1,-2,3,3,0.00,0.00,false
29,GREEN_3,GREEN,GOBLIN,1,-3,1,1,0.00,0.00,false
29,BLUE_4,BLUE,GOLEM,-3,3,4,4,18.00,15.00,false
29,BLUE_5,BLUE,GOLEM,-2,3,3,0,53.00,78.00,false
29,BLUE_6,BLUE,GOBLIN,-1,3,1,0,1.00,8.00,false
30,GREEN_1,GREEN,GOLEM,3,-3,4,4,0.00,0.00,false
30,GREEN_2,GREEN,GOLEM,1,-2,3,3,0.00,0.00,false
30,GREEN_3,GREEN,GOBLIN,1,-3,1,1,0.00,0.00,false
30,BLUE_4,BLUE,GOLEM,-3,3,4,4,0.00,0.00,false
30,BLUE_5,BLUE,GOLEM,-2,3,3,3,0.00,0.00,false
30,BLUE_6,BLUE,GOBLIN,-1,3,1,1,0.00,0.00,false
31,GREEN_1,GREEN,GARGOYLE,0,-3,5,5,0.00,0.00,false
31,GREEN_2,GREEN,MAGE,1,-3,5,5,0.00,0.00,false
31,GREEN_3,GREEN,GOBLIN,-1,-2,1,1,0.00,0.00,false
31,BLUE_4,BLUE,GARGOYLE,-3,3,5,5,0.00,0.00,false
31,BLUE_5,BLUE,MAGE,-2,3,5,5,0.00,0.00,false
31,BLUE_6,BLUE,GOBLIN,-1,3,1,1,0.00,0.00,false
32,GREEN_1,GREEN,GARGOYLE,0,-3,5,5,61.00,45.00,false
32,GREEN_2,GREEN,MAGE,1,-3,5,0,3.00,40.00,false
32,GREEN_3,GREEN,GOBLIN,-1,-2,1,0,0.00,8.00,false
32,BLUE_4,BLUE,GARGOYLE,-3,3,5,2,93.00,64.00,false
32,BLUE_5,BLUE,MAGE,-2,3,5,5,0.00,0.00,false
32,BLUE_6,BLUE,GOBLIN,-1,3,1,1,0.00,0.00,false
33,GREEN_1,GREEN,SCORPION_RIDER,3,-3,1,1,18.00,16.00,true
33,GREEN_2,GREEN,GOBLIN,2,-3,11,2,76.00,88.00,true
33,GREEN_3,GREEN,GOBLIN,3,-2,11,2,100.00,80.00,true
33,BLUE_4,BLUE,SCORPION_RIDER,-3,3,1,0,16.00,18.00,false
33,BLUE_5,BLUE,GOBLIN,-2,3,11,0,84.00,88.00,false
33,BLUE_6,BLUE,GOBLIN,-1,3,11,0,84.00,88.00,false
34,GREEN_1,GREEN,SCORPION_RIDER,3,-3,1,0,16.00,18.00,false
34,GREEN_2,GREEN,GOBLIN,2,-3,11,0,84.00,88.00,false
34,GREEN_3,GREEN,GOBLIN,3,-2,11,0,84.00,88.00,false
34,BLUE_4,BLUE,SCORPION_RIDER,-3,3,1,1,22.00,16.00,true
34,BLUE_5,BLUE,GOBLIN,-2,3,11,2,100.00,80.00,true
34,BLUE_6,BLUE,GOBLIN,-1,3,11,0,72.00,88.00,true
35,GREEN_1,GREEN,SPIDER,1,-3,14,14,0.00,0.00,true
35,GREEN_2,GREEN,MAGE,2,-2,4,1,92.00,30.00,true
35,GREEN_3,GREEN,SPIDER,3,-2,1,1,0.00,0.00,true
35,BLUE_4,BLUE,SPIDER,-3,3,14,0,0.00,56.00,false
35,BLUE_5,BLUE,MAGE,-2,3,4,0,30.00,32.00,false
35,BLUE_6,BLUE,SPIDER,-1,3,1,0,0.00,4.00,false
36,GREEN_1,GREEN,SPIDER,1,-3,14,14,0.00,0.00,false
36,GREEN_2,GREEN,MAGE,2,-2,4,4,0.00,0.00,false
36,GREEN_3,GREEN,SPIDER,3,-2,1,1,0.00,0.00,false
36,BLUE_4,BLUE,SPIDER,-3,3,14,14,0.00,0.00,false
36,BLUE_5,BLUE,MAGE,-2,3,4,4,0.00,0.00,false
36,BLUE_6,BLUE,SPIDER,-1,3,1,1,0.00,0.00,false
37,GREEN_1,GREEN,GOBLIN,2,-3,7,7,0.00,0.00,false
37,GREEN_2,GREEN,GOLEM,3,-3,4,2,135.00,98.00,false
37,GREEN_3,GREEN,MAGE,-1,-2,2,2,0.00,0.00,false
37,BLUE_4,BLUE,GOBLIN,-3,3,7,6,17.00,15.00,false
37,BLUE_5,BLUE,GOLEM,-2,3,4,0,81.00,104.00,false
37,BLUE_6,BLUE,MAGE,-1,3,2,0,0.00,16.00,false
38,GREEN_1,GREEN,GOBLIN,2,-3,7,7,0.00,0.00,false
38,GREEN_2,GREEN,GOLEM,3,-3,4,4,0.00,0.00,false
38,GREEN_3,GREEN,MAGE,-1,-2,2,2,0.00,0.00,false
38,BLUE_4,BLUE,GOBLIN,-3,3,7,7,0.00,0.00,false
38,BLUE_5,BLUE,GOLEM,-2,3,4,4,0.00,0.00,false
38,BLUE_6,BLUE,MAGE,-1,3,2,2,0.00,0.00,false
39,GREEN_1,GREEN,GARGOYLE,1,-3,6,2,72.00,88.00,true
39,GREEN_2,GREEN,SCORPION_RIDER,3,-3,4,4,96.00,78.00,true
39,BLUE_3,BLUE,GARGOYLE,-3,3,6,0,118.00,96.00,false
39,BLUE_4,BLUE,SCORPION_RIDER,-2,3,4,0,48.00,72.00,false
40,GREEN_1,GREEN,GARGOYLE,1,-3,6,6,54.00,51.00,false
40,GREEN_2,GREEN,SCORPION_RIDER,3,-3,4,4,0.00,0.00,false
40,BLUE_3,BLUE,GARGOYLE,-3,3,6,6,0.00,0.00,false
40,BLUE_4,BLUE,SCORPION_RIDER,-2,3,4,3,51.00,54.00,false
41,GREEN_1,GREEN,SCORPION_RIDER,0,-3,6,6,0.00,0.00,false
41,GREEN_2,GREEN,GARGOYLE,3,-3,3,3,0.00,0.00,false
41,GREEN_3,GREEN,SPIDER,2,-3,2,2,0.00,0.00,false
41,BLUE_4,BLUE,SCORPION_RIDER,-3,3,6,6,0.00,0.00,false
41,BLUE_5,BLUE,GARGOYLE,-2,3,3,3,0.00,0.00,false
41,BLUE_6,BLUE,SPIDER,-1,3,2,2,0.00,0.00,false
42,GREEN_1,GREEN,SCORPION_RIDER,0,-3,6,6,81.00,64.00,false
42,GREEN_2,GREEN,GARGOYLE,3,-3,3,0,15.00,48.00,false
42,GREEN_3,GREEN,SPIDER,2,-3,2,0,2.00,8.00,false
42,BLUE_4,BLUE,SCORPION_RIDER,-3,3,6,1,120.00,98.00,false
42,BLUE_5,BLUE,GARGOYLE,-2,3,3,3,0.00,0.00,false
42,BLUE_6,BLUE,SPIDER,-1,3,2,2,0.00,0.00,false
43,GREEN_1,GREEN,GARGOYLE,1,-2,5,5,0.00,0.00,false
43,GREEN_2,GREEN,GOLEM,3,-3,4,4,0.00,0.00,false
43,BLUE_3,BLUE,GARGOYLE,-3,3,5,5,0.00,0.00,false
43,BLUE_4,BLUE,GOLEM,-2,3,4,4,0.00,0.00,false
44,GREEN_1,GREEN,GARGOYLE,1,-2,5,0,65.00,80.00,false
44,GREEN_2,GREEN,GOLEM,3,-3,4,0,91.00,104.00,false
44,BLUE_3,BLUE,GARGOYLE,-3,3,5,3,55.00,65.00,true
44,BLUE_4,BLUE,GOLEM,-2,3,4,2,129.00,91.00,true
45,GREEN_1,GREEN,ARCHER,2,-2,7,7,0.00,0.00,false
45,GREEN_2,GREEN,SCORPION_RIDER,1,-3,4,0,106.00,72.00,false
45,BLUE_3,BLUE,ARCHER,-3,3,7,0,10.00,56.00,false
45,BLUE_4,BLUE,SCORPION_RIDER,-2,3,4,3,62.00,50.00,false
46,GREEN_1,GREEN,ARCHER,2,-2,7,0,10.00,56.00,false
46,GREEN_2,GREEN,SCORPION_RIDER,1,-3,4,0,24.00,72.00,false
46,BLUE_3,BLUE,ARCHER,-3,3,7,7,52.00,0.00,true
